1,84,17,41
2,84,17,41
3,83,17,41
4,83,17,42
5,86,17,40
6,86,17,41
7,85,17,41
8,84,17,41
9,84,17,41
10,83,17,41
11,82,17,41
12,82,17,41
13,60,16,40
14,60,15,40
15,59,15,40
16,58,15,40
17,87,17,40
18,86,17,40
19,86,17,40
20,85,17,40
21,84,16,40
22,84,17,41
23,83,17,40
24,82,17,41
25,82,17,41
26,60,16,40
27,59,15,39
28,59,15,39
29,58,15,39
30,57,15,39
31,88,17,39
32,87,17,39
33,86,17,39
34,85,16,40
35,85,16,40
36,84,16,40
37,84,16,40
38,83,16,40
39,82,17,40
40,82,17,40
41,60,15,39
42,59,15,39
43,59,15,39
44,58,15,39
45,57,15,39
46,57,15,39
47,88,17,39
48,87,17,39
49,86,16,39
50,86,16,39
51,85,16,39
52,84,16,39
53,84,16,39
54,83,16,39
55,82,17,39
56,82,17,39
57,59,15,39
58,59,15,38
59,58,15,38
60,57,15,38
61,57,15,38
62,87,16,38
63,86,16,38
64,86,16,38
65,85,16,39
66,84,16,39
67,84,16,39
68,83,16,39
69,82,17,39
70,86,16,38
71,85,16,38
72,85,16,38
73,84,16,38
74,84,16,38
75,83,16,38
76,83,17,38
77,85,16,38
78,84,16,38
79,84,16,38
80,88,18,45
81,87,19,45
82,87,19,45
83,86,19,45
84,86,19,45
85,90,19,44
86,90,18,44
87,89,18,44
88,89,18,44
89,88,18,44
90,87,19,45
91,86,19,45
92,86,19,45
93,56,19,44
94,55,19,44
95,90,19,44
96,90,18,44
97,89,18,44
98,88,19,44
99,88,19,44
100,87,19,44
101,82,18,43
102,81,18,43
103,81,18,43
104,80,18,43
105,62,17,42
106,61,17,42
107,61,16,42
108,60,17,42
109,59,17,41
110,56,19,43
111,55,19,43
112,55,19,43
113,90,19,44
114,90,19,43
115,89,19,43
116,88,19,43
117,84,18,42
118,84,18,42
119,83,18,42
120,82,18,42
121,82,18,42
122,81,18,42
123,81,18,43
124,80,19,42
125,62,17,42
126,61,16,42
127,61,16,41
128,60,16,41
129,59,16,41
130,58,16,41
131,58,16,41
132,57,16,41
133,56,19,43
134,55,19,43
135,55,19,43
136,87,18,41
137,86,18,41
138,86,18,41
139,85,18,41
140,84,17,42
141,83,17,42
142,82,17,42
143,82,18,42
144,81,18,42
145,80,18,42
146,80,19,42
147,62,17,41
148,62,17,41
149,61,16,41
150,61,16,41
151,60,16,41
152,60,16,41
153,59,16,41
154,58,16,41
155,57,16,40
156,57,16,40
157,56,16,40
158,88,18,40
159,87,18,40
160,87,18,41
161,86,18,41
162,85,17,41
163,85,17,41
164,82,17,41
165,82,17,41
166,81,18,41
167,81,18,41
168,80,19,41
169,62,17,40
170,62,17,40
171,61,16,40
172,61,16,40
173,60,16,40
174,59,16,40
175,59,16,40
176,58,16,40
177,57,16,40
178,56,16,40
179,56,16,40
180,55,16,40
181,89,18,40
182,88,18,40
183,87,17,40
184,87,17,40
185,82,17,41
186,81,18,41
187,81,18,41
188,80,19,41
189,62,17,40
190,62,16,40
191,61,16,40
192,61,16,40
193,60,16,40
194,58,15,40
195,57,15,39
196,56,15,39
197,56,15,39
198,55,16,39
199,54,15,39
200,54,15,39
201,89,17,39
202,89,17,39
203,88,17,39
204,88,17,39
205,81,17,40
206,81,18,40
207,80,18,40
208,80,19,40
209,62,17,39
210,62,17,39
211,61,16,39
212,61,16,39
213,60,16,39
214,60,16,39
215,57,15,39
216,57,15,39
217,56,15,39
218,55,15,39
219,54,15,39
220,54,15,38
221,90,17,38
222,89,17,38
223,89,17,39
224,88,17,39
225,87,17,39
226,82,17,39
227,82,17,39
228,81,18,39
229,81,18,39
230,80,18,40
231,62,17,38
232,61,16,38
233,61,16,39
234,60,16,38
235,60,16,38
236,59,16,38
237,58,15,38
238,57,15,38
239,57,15,38
240,56,15,38
241,55,15,38
242,54,15,38
243,53,15,38
244,53,14,38
245,90,17,38
246,89,17,38
247,88,17,38
248,88,17,38
249,87,17,38
250,87,16,38
